year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc2,s_adj_supply_fcc3,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2018,3652,3135,Benton,.12335339,.62701219,.17670201,.41062683,.07638143,.039683357,157.83315,236.89894,222.84816,12.914234,1.394062,.094752491,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,28,20,25,28,77,34,56,75,65,72,44,67,65.489449,65,65,28,6,41,47,12
2012,467,393,Big Stone,0,.53005815,1.1496626e-14,.43485719,0,.095200956,87.521477,377.48422,,61.905067,,.75010896,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,52,79,38,44,24,44,30,6,71,,47,,82.039528,82,82,0,18,57,36,7
2013,467,393,Big Stone,.00031569932,.5949595,1.1496626e-14,.51024395,1.1496626e-14,.08471553,90.035278,132.5761,127.50494,15.97442,1.1584533,.23473194,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,48,79,31,49,28,44,27,6,14,7,28,14,85.761124,86,86,0,14,56,37,7
2014,467,393,Big Stone,.000374594,.59716755,1.1496626e-14,.51245207,1.1496626e-14,.08471553,94.595291,133.25279,129.33662,15.086942,1.1924576,.13331343,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,49,79,32,62,47,56,50,20,10,11,54,18,85.813774,86,86,0,14,51,40,10
2015,467,393,Big Stone,.00037715115,.62073928,1.1516730e-14,.52894098,1.1516730e-14,.091798276,89.510849,134.48741,134.48741,15.251574,1.2547116,.18856864,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,44,77,25,66,43,61,43,12,11,14,57,30,85.211456,85,85,0,15,49,41,10
2016,467,393,Big Stone,0,.59535062,1.1496626e-14,.46161062,0,.13373996,94.831825,371.15015,560.24097,28.864689,1.5767316,.13762005,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,42,76,25,84,26,84,51,15,79,83,63,61,77.535934,78,78,0,22,46,43,11
2017,467,393,Big Stone,0,.55795246,1.1496626e-14,.46615419,0,.091798276,90.836128,396.11548,,75.482147,,.05505117,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,49,76,18,85,52,85,66,19,71,,77,,83.547295,84,84,0,16,41,46,13
2018,467,393,Big Stone,0,.63591528,1.1496626e-14,.52314615,0,.11276912,95.040092,187.90094,,15.253117,,.17105809,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,26,76,7,84.5,34,84.5,42,14,29,,60,,82.266647,82,82,0,18,41,47,12
2012,3985,3033,Blue Earth,0,.88991404,.23320705,.48750558,0,.16920142,110.87747,151.15738,,32.897255,,1.0064145,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,6,6,31,44,8,44,12,56,3,,20,,54.7812,55,55,26,19,57,36,7
2013,3985,3033,Blue Earth,.010751653,.89995027,.234593,.49811018,.007219906,.16724709,117.26051,160.45355,131.36295,13.755829,.99402654,.29287842,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,8,9,37,38,9,39,17,58,39,10,13,2,55.348633,55,55,26,19,56,37,7
2014,3985,3033,Blue Earth,.03980875,.89979202,.27231994,.44664815,.037691001,.18082389,116.81481,169.84148,164.72809,10.687814,1.2171892,.31308663,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,12,8,39,38,10,40,23,60,40,31,21,21,49.639046,50,50,30,20,51,40,10
2015,3985,3033,Blue Earth,.035827778,.8857525,.28196073,.41988471,.033053316,.18390708,116.62149,165.42123,132.05508,9.8043766,.96894282,.33182341,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,6,6,40,43,10,49,23,60,33,11,17,5,47.404293,47,47,32,21,49,41,10
2016,3985,3033,Blue Earth,.032974333,.8268699,.28282183,.34440047,.022753322,.19964756,124.81315,187.31461,162.20784,10.435064,1.0699739,.24453194,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,8,4,50,58,7,58,31,56,26,32,21,8,41.651108,42,42,34,24,46,43,11
2017,3985,3033,Blue Earth,.063455977,.87009436,.36021969,.33421674,.055113498,.20196886,120.88521,175.73747,166.36761,11.566237,1.1507652,.29768637,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,5,3,44,49,8,56,18,61,4,36,21,28,37.284111,37,37,40,23,41,46,13
2018,3985,3033,Blue Earth,.055779818,.8335678,.33549345,.28726405,.042508677,.21081027,127.8547,194.74619,158.93433,8.6076612,.97629941,.30432737,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,5,4,55,51,6,60,15,58,36,40,13,10,34.46199,34,34,40,25,41,47,12
2012,1576,1222,Brown,0,.93788058,.1391149,.71524739,0,.083518274,99.844902,173.88779,,99.977043,,1.1786355,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,3,24,2,44,30,44,3,32,9,,67,,76.2621,76,76,15,9,57,36,7
2013,1576,1222,Brown,.012715672,.90580875,.14717846,.7506426,.014228407,.0079877106,111.45506,149.24594,155.65598,28.708391,1.4073442,.33810782,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,7,25,4,34,76,36,13,46,22,20,67,31,82.869873,83,83,16,1,56,37,7
2014,1576,1222,Brown,.032228053,.94651777,.14717846,.69770229,.043918196,.10163707,103.36901,142.46637,127.98373,7.8094215,1.1191471,.41371351,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,10,31,6,33,42,42,12,40,16,10,4,11,73.71254,74,74,16,11,51,40,10
2015,1576,1222,Brown,.03144541,.92029977,.1450571,.5965336,.036503751,.17870906,96.421188,142.63454,130.25266,7.6177526,1.1425401,.4708041,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,4,30,9,39,12,52,7,26,16,10,3,15,64.819489,65,65,16,19,49,41,10
2016,1576,1222,Brown,.061262242,.88767636,.15858126,.59130096,.065278962,.13779414,111.66706,160.41922,131.21072,10.48495,1.090359,.4256373,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,4,25,7,33,25,48,8,43,9,7,22,10,66.612221,67,67,18,16,46,43,11
2017,1576,1222,Brown,.077326782,.94350916,.18592201,.55632764,.089839041,.20125952,97.738274,169.50375,123.24014,9.7099638,1.0237057,.51156831,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,3,21,4,26,9,54,5,28,3,10,12,13,58.963669,59,59,20,21,41,46,13
2018,1576,1222,Brown,.056765292,.87269551,.15858126,.55294722,.068200387,.16116703,108.00591,158.62105,124.69801,7.6989036,.9785791,.43249744,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,3,27,4,32,12,58,7,37,8,9,6,11,63.360844,63,63,18,18,41,47,12
2012,1833,1346,Carlton,0,.50132895,.10747224,.28875673,0,.10509999,110.84766,212.34883,,87.431061,,.48379496,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,59,37,72,44,18,44,61,55,29,,61,,57.598255,58,58,21,21,57,36,7
2013,1833,1346,Carlton,.050831001,.58165753,.13754836,.32565862,.038447242,.11845055,114.46964,148.49701,158.60742,26.479704,1.2430314,.18733561,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,50,27,68,18,15,19,39,54,20,22,63,18,55.988033,56,56,24,20,56,37,7
2014,1833,1346,Carlton,.1350894,.6644454,.173126,.29127568,.1158739,.20004371,98.865112,129.47829,116.81297,12.495418,.90066808,.44321311,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.6503562e-09,.15404221,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.12411956,.2131221,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.19799647,.059797533,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.04735544,.13421124,87,43,20,72,9,7,11,8,30,6,4,37,2,43.837414,44,44,26,30,51,40,10
2015,1833,1346,Carlton,.20039669,.62491339,.18027472,.25569201,.1331718,.18894665,100.45779,139.59865,125.83649,12.765197,.97300249,.52207041,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,2.9597851e-09,.17679244,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1255901,.23986472,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.2003423,.07617905,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034866482,.16441262,87,43,16,73,7,8,7,3,34,13,8,40,6,40.916393,41,41,29,30,49,41,10
2016,1833,1346,Carlton,.37275487,.56805193,.23828153,.25927424,.27306819,.070496142,126.91384,152.81517,159.17436,14.698458,1.1801817,.63793027,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-2.2102258e-09,.20134014,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.1071579,.26355773,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.17093909,.10209018,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.0188444,.19600569,87,45,11,73,1,55,1,4,58,7,29,35,26,45.6427,46,46,42,12,46,43,11
2017,1833,1346,Carlton,.37827754,.60699266,.26258829,.22455385,.27160767,.11985051,119.25127,203.17616,175.44171,19.310688,1.2432671,.62884843,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-8.2404000e-11,.22682448,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.11040017,.28326449,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.17611119,.13679093,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.033493608,.24386212,87,35,9,75,1,34,1,3,60,17,45,33,41,36.994492,37,37,43,20,41,46,13
2018,1833,1346,Carlton,.18964542,.53375155,.15864824,.22749861,.13548774,.1476047,102.12563,161.19658,153.82579,10.827525,1.0993046,.3769601,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-3.5105432e-09,.22690398,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.10524575,.29312202,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.16788882,.12127243,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.040657654,.23017414,87,43,26,70,11,19,16,9,24,11,32,31,34,42.622566,43,43,30,28,41,47,12
2012,6403,4796,Carver,0,.48343372,.23082836,.24953982,0,.0030655414,194.98212,245.62079,,25.901443,,-.36140358,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,65,8,79,44,81,44,85,84,47,,18,,51.618206,52,52,48,1,57,36,7
2013,6403,4796,Carver,.15636496,.50009531,.25156206,.2454914,.09499339,.0030418378,203.07722,256.62949,262.00607,20.569286,1.363125,-.18580835,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.0411124e-11,.13123612,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.1041084,.19419225,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.16607451,.030808009,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.03293312,.10517646,87,65,5,82,9,80,7,86,85,81,68,49,26,49.088924,49,49,50,1,56,37,7
